rating,review
__label__5 ,Hurtig levering og god hjælp til at finde vej gennem den digitale jungle
__label__5 ,Aldrig har jeg fået en bestilt varer så hurtigt. Det kunne alle godt lære noget af 
__label__5 ,Som altid lynhurtig levering. Produktet er helt som ventet.Vi handler altid hos Proshop  hvis de har det vi kigger efter  der er aldrig noget bøvl med dem.
__label__5 ,Super hurtigt service. Jeg købte to varer og jeg returnerede en. Processen var hurtig og nem
__label__5 ,Selvom ventetiden blev en anelse længere end jeg regnede med  var dét det hele værd. Proshop leverer altid.
__label__4 ,Man får hvad man betaler for og den gratis returnering gør  at jeg overordnet er tilfreds. Kun 4 ud af 5 fordi levering godt kunne være en lidt hurtigere.
__label__1 ,Alt sammen meget fint indtil der er noget der skal returneres. Så bliver der gjort en helt ekstraordinær indsats for at genere kunden så meget som muligt.
__label__1 ,Zalando lounge kan ikke slettes igen uden at man også sletter Zalando. Ærgerlig at man bliver tvunget til at modtage mail fra et produkt man ikke ønsker.
__label__1 ,Hvis man kunne give 0 havde jeg gjort det. Jeg køber en vare og betaler for denne  og venter derefter på at få den leveret. Jeg bestilte varen d. 8/12 og får at vide at den senest vil komme frem mellem d. 9/12 d. 14/12. Skriver til dem i dag d. 13/12  for at høre hvorfor den endnu ikke er blevet afsendt. Får dog så at vide at ordren er annulleret uden at jeg har fået en besked. Nu er jeg i problemer i det jeg skulle bruge varen d. 15/12!Dog god service af Maria - sikkert en snack
__label__1 ,Jeg bestilte 2 jakker den 25 november som stod til levering mellem den 1/2 og 3/12  men der kom ingen pakke så jeg sendte en mail og spurgte til min pakke og fik at vide at der ville gå et par dage mere  men stadig ingen pakke så jeg skriver igen og får svar på at de har haft kontakt til PostNord og min pakke vil komme til et posthus i løbet af et par dage  men den kom ikke så ringer jeg til dem og får at vide at den da ikke er sendt med post nord  men med et andet fragtfirma og at den manglede et ankomst scan og at der var 400 pakker der ikke havde scan endnu på posthuset og har stadig ikke modtaget min pakke  men pengene er trukket. Tror aldrig jeg modtager den pakke. Dårligere service skal man godt nok lede længe efter.
__label__5 ,Jeg shopper ofte på Zalando.dk  og jeg har aldrig haft en dårlig oplevelse med at handle der. Deres leverings -og retursystem fungerer fremragende. En enkelt gang har jeg modtaget en forkert størrelse  men jeg fik byttet varen og modtog en rabatkode (til et fremtidigt køb) som kompensation.
__label__1 ,Bestilte hos Zalando og betalte 29 kr i fragt da ordren kom fra anden lev. Ordren skal leveres til min hjem adresse. 10 dage senere får jeg besked om at ordren er leveret på på posthus 60 km væk. Kontakter zalando der beklager fejlen og nu vil kontakte post nord og sørge for den bliver sendt hjem til mig. 5 dage senere mail fra post nord der har leveret den til andet posthus 62 km væk. Kontakter igen zalando der vil kontakte post nord men nu vil de ikke sende pakken til mig men kun til posthus. Dette er jeg ikke tilfreds med da jeg netop har betalt for levering og til min hjem adresse. Jeg Beder zalando om at sørge for at beløbet ikke bliver trukket fra min konto før varen er leveret. Det vil de ikke. Jeg skal betale for varen jeg ikke har fået og ikke får leveret. Der er ikke dårlig service hos Zalando der er bare ikke nogen. Trist oplevelse
__label__1 ,Jeg har bestilt et armani sæt til 1400 inde ved jer. idag henter jeg min pakke  der er kun hættetrøjen i !!!! jeg skriver til kundeservice  hvor jeg får et faktisk hurtigt svar der starter således: Beklager meget der er sket en fejl med din ordre  du kommer desværre ikke til at modtage den sidste del af sættet.Nu skal jeg kontakte reklamationsafd. hør nu lige her engang. hvordan skal jeg vedhæfte et billede af en manglende genstand i min varer!!!! jeg er så frustreret. det er en tidlig julegave og jeg kan ikke ligge 1400 kr ud for et nyt sæt. Det er under al kritik. Jeg foretrækker normalt at handle mine ting igennem jer  men det slutter så her  medmindre min pakke kommer frem som jeg har betalt for! inden d 21 hvor den skal bruges!!!!!
__label__5 ,Lidt lang leveringstid  men det fungerer bare med retur og levering
__label__1 ,Jeg er blevet nødt til at annullere min pakke  da Bring har afleveret den i en Pop-up shop i midten af ingenting med åbningstider som vinden blæser. Efter at være cyklet forgæves 2 gange  har jeg simpelthen opgivet. Selv oplysning om åbningstid fra Zalando og Bring’s kundeservice passede ikke. Begges kundeservice var uprofessionelle og ikke løsningsorienterede. Der er mange og buddet  så chancerne for  at jeg bruger Zalando igen er minimal.
__label__1 ,"Har oprettet mig og anvendt rabatkode i forbindelse med ja tak til modtagelse af nyhedsbrev.Har nu prøvet flere forskellige browsere  og hver gang ender jeg med at blive stoppet i handlen med teksten:""Desværre kunne vi ikke finde din adresse. Vores system har derfor beregnet et rettelsesforslag.""Pænt irriterende!!!Hvad sker der for jer?"
__label__1 ,Simpelthen den ringeste hjemmeside ever. De har altid en masse fede ting  i hvert flad på billeder  men når man så skal bestille er det kun tilgængeligt i størrelse xxxs eller xxxxl. Gider slet ikke bruge tid på deres ubrugelige app mere.  Svindel og humbug er faktisk de rette ord.
__label__2 ,Elendig kundeservice. Havde en ordre på 3 varer  sendte en varer retur  men bliver ved med at blive opkrævet. De registrerer heller ikke de beløb der er indbetalt. Så for rykkere på varer som er betalt og på en varer som er returneret. Trods mange henvendelser til kundeservice sker der åbenbart intet.
__label__5 ,meget hurtig levering  kan varmt anbefales
__label__1 ,D. 12-11-2021 fik min kone en vare fra Zalando.Et utal af gange har hun rykket for en faktura for varen  men i den skrivne stund er det ikke lykkedes.Zalando skriver bare hver gang de har ikke hørt noget men vil sende beskeden videre.Jamen det da Zalando der er handlet med ergo er det dem som har ansvaret  får man får en faktura  på den købte vare det kan ikke være nogen andres ansvar.Når jeg læser den slags hændelser  så er det ulovlig ikke at fremsende en faktura.
__label__5 ,Bestilte en jakke onsdag eller torsdag...og den stod ellers til levering i næste uge først ....Modtog den idag ...Dælme hurtig levering..Fantatisk
__label__3 ,Ordren forsvandt  men blev leveret efter tre uger. Zalando gav ikke besked. Kundeservice svarede dog hurtigt på min henvendelse  da jeg efterlyste min ordre.
__label__5 ,Tilfreds - ik kig på de andre negativ anmeldelser!
__label__4 ,Heller købe et andet sted end Pest Nord..Da man fra Zalando's side valgte at sende 4 pakker med Pest Nord  som skulle leveres hvilket de ikke blev.Så jeg måtte spilde mig tid med at diskutere med Pest Nord  om at de ikke havde været her da vi er 2 hjemme og har overvågning.Find et andet selskab at sende med  eller jeg finder et andet sted at handle.
__label__1 ,Hej Zalando.Nu har jeg flere gange sendt Jer en mail men I har ikke reageret. Derfor prøver jeg nu ad denne vej.Den 22/11-21 bestilte jeg et par Nike blazer til min datter hos Jer. Jeg betalte med mobilepay 559 kr. 2 dage senere hævede I pengene fra min konto men jeg har stadig ikke modtaget skoene. Jeg undrede mig over at jeg ikke havde modtaget en ordrebekræftelse eller en mail fra Jer om min pakke og derfor kontaktede jeg jer sidst i november måned.I bad mig om at sende mine oplysninger samt kopi af mobilepay overførslen hvilket jeg gjorde med det samme. Efter 2 dage modtog jeg en mail om at det billede jeg havde sendt vedr. mobilepay var for utydeligt  så jeg skulle sende det igen  hvilket jeg naturligvis gjorde. Så gik der igen et par dage før jeg modtog en mail om at I desværre ikke kunne finde min ordre. I bad mig om endnu engang at sende mine oplysninger. Dette blev gjort og siden da har jeg intet hørt fra Jer. Jeg sidder nu tilbage med en fornemmelse af at I slet ikke er interesseret i at finde mine sko. Jeg er rystet over Jeres manglende kundeservice og dybt skuffet over at I ikke vil svare mig når jeg skriver til Jer.Jeg håber nu at dette opslag kan fremprovokere en reaktion fra JerI kan fortsat træffe mig på mail:
__label__5 ,Fremragende leveringstider  har købt en del forskellige ting hos Proshop på det sidste  og det er virkelig god levering i kombi med Postnord  det virker...
__label__5 ,Det går stærkt når man først har trykket køb.
__label__5 ,let bestilling og lynhurtig levering  allerede næste dag i postkassen.
__label__5 ,God service  super hurtig levering. Kan kun anbefales.
__label__5 ,Altid hurtig levering  og varen er i orden.
__label__4 ,Fik det leveret som lovet
__label__5 ,Super oplevelse som kunde  hurtig levering og ved bytte af vare kompetent kunderådgivning.
__label__5 ,Bestilte om aftenen om modtog næste dag  jeg er meget imponeret 
__label__5 ,Bestilte kl 19.30 og fik leveret dagen efter kl 12.15. Effektiv lagerstyring og afsendelse- og rigtig gode priser.
__label__5 ,Jeg lavede en bestilling cirka klokken 17. Den lå i min lokale pakkeshop næste formiddag.Det var nemt at finde frem til varen på trods af  at Proshop har en milliard varenumre - eller deromkring i hvert fald :-)
__label__5 ,det er god vær gran hos . Proshop .
__label__5 ,Et godt sted at handle. Lynhurtig levering.
__label__5 ,Hurtig levering. Varen levede op til forventningerne og hjemmesiden var god og overskuelig
__label__4 ,levering uden problemer - kan anbefales
__label__1 ,jeg har købt en Samsung x cover hos Proshopdet gør jeg ikke igen  jeg køber aldrig noget gennem Proshop igen  forkert levering sted  tros jeg har betalt for at få den leveret på min adresse.dårlig telefon services da jeg skulle finde min telefon.efterfølgende kontakt med Proshop umulig.så helt igennem en dårlig oplevelse.Jbs
__label__5 ,Proshop levere altid super hurtigt. Jeg har desuden et par gange haft brug for hjælp mht anbefalinger. De er altid rigtig gode til at rådgive mig.Kun anbefalinger herfra.
__label__5 ,jeg var i tvivl om hvilken oplader min gamle bærbar skulle bruge  men skrev med jer i supporten og sendte billeder af min computer og ødelagte oplader og så fandt i den til mig. blev sendt og modtaget på 2 dage  virkelig god service
__label__5 ,Endnu en fantastisk oplevelse med Proshop.
__label__1 ,Et sted mellem Zalando og pakkestationen er min ordre blevet væk  hvilket jeg ikke er blevet informeret om her 19 dage efter min bestilling  hvorfor jeg selv må ringe til Zalando og efterspørge min pakke. Bliver informeret om at den er bortkommet i systemet  og at jeg derfor må genbestille min ordre. Jeg kan få refunderet beløbet for min oprindelige ordre  og de vil prismatche med tidligere beløb ved ny bestillens  men det hjælper intet når de t-shirts jeg har bestilt ikke er på lager. Jeg kan ikke få lov at bestille nogle andre t-shirts til samme pris  og der er intet at gøre udover at finde dem et andet sted eller vente på  at de kommer på lager - hvilket ikke er relevant  da det er julegaver jeg har bestilt. Zalando har derfor ingen løsning på det problem de selv har skabt.
__label__2 ,Bestilte et par vinterstøvler til min søn d. 1 december hvor leveringadato var 4. December. I dag d10. Har vi stadig ikke modtaget varen ej heller hørt mere fra Zalando.Da jeg kontakter kundeservice får vi så at vide de tidligst kan levere dem d 17  og det hvis jeg heldig. Går jeg ind på hjemmesiden og vil bestille støvlerne nu står der levering d.13  meget misvisende!
__label__1 ,Hold jer langt væk fra Zalando!! Bestilte en masse varer på Black Friday med gode rabatter - modtog bare aldrig mine varer.. Der bliver ved med at tikke mails ind om at de enkelte varer er blevet returneret. Kommer jeg igennem til kundeservice får jeg at vide  at jeg selv skal bestille varerne igen (.. nu til fuld pris) + ny porto fordi halvdelen af varerne står som ‘langdistance levering’ og koster +29 - pr stk. Virkelig dårlig stil..
__label__1 ,Helt igennem jammerlig kundeservice. Varerne kom hurtigt og så umiddelbart fine ud  men en ellers dyr bluse gik i stykker i næsten samme sekund  den blev pakket ud. Kundeservice var imponerende hurtige til at svare  men til gengæld var der intet imponerende over deres 200 kroners rabat på en bluse  der nu er ubrugelig  fordi den slet ikke kan repareres  så det bliver pænt. Mine penge bliver lagt andetsteds fremover.
__label__1 ,Jeg tror aldrig i mit liv jeg har oplevet så dårlig kundeservice  som jeg har hos Zalando!Jeg har købt en varer  som jeg for første gang i mit liv har valgt at “betale for senere”.. Det er åbenbart en måde Zalando vil hive ekstra penge ud af deres kunder og man bliver påregnet et påmindelsesgebyr på 200kr! Ja jeg kunne have betalt det med det samme da jeg bestilte varen  men når man så kontakter Zalando for en løsning  så er de slet ikke særlig imødekommende og man bliver truet med at hvis ikke man betaler den næste påmindelse fra dem  som så ville være fordoblet  sender de en i RKI.. Synes det er under alt kritik  da jeg henvender mig for en løsning og man super gerne vil betale de penge  men at man er midt i en julemåned og at der slet ikke bliver imødeset deres kunders behov.. Tænker at den funktion er til for deres kunder  ikke for at Zalando kan tyvstjæle penge fra forbrugerens lomme.. føj!Sidste gang jeg benytter mig af og køber mine varer igennem den pengemaskine..
__label__1 ,Elendig kundeservice  og leverer ikke vare.
__label__2 ,Jeg er så ærgerlig over at have fulgt Zalandos anbefaling.Købte en skøn vinterjakke sat ned fra 1695 til 1187kr. Jeg er studerende og glædede mig over endelig at have råd til min drømmejakke. Zalando skriver på siden  at jakken er stor i størrelsen  så de anbefaler  at man bestiller en størrelse mindre end normalt. Hvilket jeg selvfølgelig gjorde  men ak jakken er så for lille.Bare ærgerligt iflg Zalandos kundeservice men jeg kan bestille en større til normal pris.... ikke iorden :-(
__label__1 ,"Vær meget opmærksom hvis du siger ja til Zalando express levering. Det gælder kun Zalandos egne vare  ikke deres eksterne leverandøre. Dette står under deres bestingelser ja  men i bestillings billedet står der få ""ordren"" før tid  ikke dele af den. En noget tydligere forklaring burde klart være præsenteret her. Har fået svar fra Zalando der forklare at jeg bare skulle tjekke betingelserne  og ja  det er mit snsvar   men det er virkelig dårligt beskrevt/oplyst i bestillings øjeblikket."
__label__1 ,Færdig med Zalando. De påstår jeg har bestilt flexlevering hvilket jeg ikke kan have gjort da jeg ikke engang havde hørt om flex levering før. Jeg får altid bestilt direkte til en cafe der ligger i min opgang  hvorfor jeg ikke har brug for at en levering fra postnord har ret til at lægge pakken “på grunden” som de sagde hos Zalando. As if  jeg bor i kbh k  så det betyder de må lægge den på gaden! Værsågod at betale for et produkt du ikke har bestilt. Og kunde service er umuligt at opdrive på deres app  hvortil de svarer ja vi prøver at få kunden til at løse problemet selv. Ja tak  så hedder det jo ikke kundeservice.Farvel og nej tak
__label__1 ,Jeg har haft en pakke liggende nu i 3 uger  som jeg gerne vil returnere. Pakken er sendt af en af Zalandos partnere. I pakken får man ikke en returlabel med  men man skal henvende sig til Zalando for at få den tilsendt. Første gang jeg skrev til Zalanda var omkring d. 20 november. Rykker dem igen få dage senere  da de ikke fremsender returlabel. Zalando siger  det er partneren de ikke kan få fat på. Nu ligger jeg inde med en ordre til en værdi af 841 kr som jeg ikke ka få refunderet  fordi Zalando ikke vil sende mig en returlabel og ikke kan få fat på deres partner. Så jeg har som kunde ikke mulighed for at få mine penge tilbage. Har skrevet til deres kundeservice gentagene gange. Nu ignorer de bare mine henvendelser. Det er helt vanvittigt at det skal tage en måned at få et stykke papir tilstendt! Dårlig kundeserive  dårlig partner de samarbejer med og tager ingen ansvar.
__label__1 ,Ærgerligt at man skal give en stjerne eller var det minus 2 stjerner.  Har ikke modtaget mine bukser jeg bestilte for 1.5 måned siden. Så skal jeg udfylde en juridisk erklæring og sende retur via mail. Og det har jeg prøvet på 15 gange nu. Den går ikke igennem så tror de har blokeret min mail. For kan godt sende til bla topdanmark og andre. Sikke noget svineri. Og så svare de ikke herinde heller.
__label__1 ,"Jeg har lige købt en Samsøe og Samsøe shopping bag hos Zalando.Modtager pakken for nogle timer siden - åbner den og ser tasken. Den vil jeg gerne beholde  så jeg klipper mærkaten af. Så læser jeg på mærkaten at den koster 250 kr. - og Zalando tager 299 kr.Så jeg skriver til Zalando for det kan ikke være rigtigt. Zalando beder om billededokumentation. Så det sender jeg.Så svarer Zalando at de ikke kan lave ""prismatch"" - hvad det så end betyder - når prismærkaten er klippet af.Der er jo intet at være i tvivl om - tasken er prismærket 250 kr og Zalando tager overpris 299 kr.Jeg har været en god kunde siden du startede. Men dette er simpelthen for groft. Ikke beløbet men princippet.Så nu lukker jeg min konto."
__label__2 ,Man kan jo ikke få fat i dem når man har fundet et hul i den jakke man har købt
__label__1 ,Ondsvag politik om ombytning Har bestilt en adidas jakke  som jeg bestilte i XXL.Desværre svømmer jeg i jakken  så vil ønske mig en XL istedetfor  da jakken er super fed.Zalandos politik siger  at man ikke kan få ombyttet sine varer og få samme tilbud som man bestilte.Endnu et eksempel på  hvis man har mange penge på kontoen ku man jo bare bestille 2 jakker  en 1 XL og 1 i XXL. også sende den ene retur uanset.Mærkelig politik.
__label__1 ,"Har generelt været glad for Zalando  men da jeg i slut oktober bestilte et par sko hos dem  gik alt som det plejde  hurtig levering og så videre. Men da jeg så åbner pakken  og skotøjsæsken  viser det sig at det er den forkerte model der er i skotøjsæsken. Navnet på skotøjsæsken er det rigtige  men modellen er den forkerte. Fair nok tænker jeg  der er må være sket en fejl. Jeg sender skoene retur  og registrere returneringen som en forkert vare. Jeg sender endda også en mail med billeder til dem og skriver og problemet til dem  og de takker for jeg siger det. Der går så lige over en uges tid før jeg prøver at bestille dem igen  da den har været udsolgt  da jeg købte den sidste i første omgang. Efter et par mails frem og tilbage  hvor jeg ligesom må fortælle at jeg havde fået den forkerte vare  og at jeg ikke kunne se at jeg skulle ind og tjekke hver dag og de havde fået skoen på lager igen  kan de så med glæde!!! oplyse mig at jeg får lov til at få den til samme pris som jeg gjorde i første omgang  selvom deres prisgaranti var udløbet.Nu sker der så det som jeg frygtede da jeg bestilte skoen anden gang  da de kun havde dette ene par i den størrelse og farve jeg skulle have. Det er nemlig den samme skotøjsæske  med samme forkerte fejl i. Jeg ringer til dem og forklare at de nu har lavet samme fejl to gange  og det eneste jeg kan få at vide er  at så må jeg jo bare købe nogle andre sko  når nu jeg har oplevet så mange fejl ved den første model jeg havde købt. Dette er jeg totalt udforstående overfor. Derfor skriver jeg en mail til dem  (og er stadig igang med at skrive frem og tilbage om denne sag)  og her er det stort set det samme jeg får at vide. De kan ikke sige at jeg kan få skoen når de engang får den på lager igen. jeg kan skrive mig op til at få en mail når den kommer på lager  men det er ikke det samme som en reservation får jeg at vide. Men igen  hvis jeg skriver mig op hvor længe skal jeg så vente? Det kan de heller ikke fortælle mig. Jeg bliver gentagne gange opfordret til at købe nogle andre sko  altså bruge flere penge hos dem. Dette er jeg totalt uforstående overfor. De kan ikke engang garantere mig at jeg kan få de sko jeg har bestilt  det eneste de kan gøre skriver de er: at beklage mange gange. De skriver også til mig: ""Vores kunder og deres oplevelser er meget værdifulde for os  og vores motiv er at give dem en god kundeservice oplevelse på enhver mulig måde.""Dette synes jeg ikke de lever helt op til  og kigger man også herinde på trustpilot  lever de meget godt op til min opfattelse. Kigger man også på deres konkurrenters anmedelser herinde  har de en meget bedre score på 4 3-4 8.Jeg er i det store hele meget overrasket over hele denne sag  og totalt uforstående overfor at så stort en virksomhed som Zalando nu er ikke kan gøre noget som helst.Jeg sidder nu her  halvlanden måned senere  uden sko  i sne til knæene her i det nordjyske  og er meget forarget og forundret over hele denne sag."
__label__1 ,Jeg bestilte to julekalendere i weekenden ved Black friday  jeg skrev så til dem igår hvornår jeg kunne forvente min pakke og de sagde imellem den 2/12 til den 8/12 og så fik jeg en mail imorges hvor der står den er blevet returneret  hvilket jeg ikke har bedt dem om overhovedet. Så ringer jeg til en medarbejder og hun hjælper ikke en skid  hun siger bare at hun kan se den er blevet returneret men de ikke kan gøre noget ved det og julekalendrene ikke engang er kommet til Danmark endnu. Dårlig service og dårlig oplevelse vil aldrig købe derinde igen  de fik mig også engang til at betale for et par velour bukser 3 gange fordi de ikke mente købet var gået igennem selvom pengene blev trukket hver gang. Nu er jeg så bare pisse sur fordi jeg havde glædet mig ekstremt meget.
__label__5 ,Zalando er Top
__label__1 ,Ordrenummer11301027502377 Din retursending til ZalandoHej George Vores lager har modtaget din returnering. Returneringen indeholdt varer for 876 00 kr. Jeg har sku ikke returneret den pakke…. Svindel… handler ikke igen på denne side
__label__5 ,alt godt  som altid
__label__5 ,hurtig og effektiv ikke sidste gang jeg bestiller varer hos Proshop
__label__5 ,Fra bestilling til afhentning gik der under et døgn.  Sådan!
__label__5 ,ALT spillede som det skulle  og kom til mig på 1 dag. Godt arbejde  og super fin support med Game licenserne der kom gratis med i købet
__label__5 ,Super oplevelse - nem returnering….
__label__5 ,Super hurtig levering  og gode priser
__label__5 ,En god butik  er ikke bare stort varelager  godt udvalg eller hurtig fragt.En god butik  er en som kan håndtere problemer  når de opstår.Jeg har været kunde ved proshop i over 10år  og igennem den årrække har jeg haft nogle sager af reklamation  garanti og retur.Alt sammen løst unden nogle problemer  så derfor er jeg stadig kunde her ved!
__label__5 ,Det var nemt at bestille  og varen kom hurtigt. God købsoplevelse.
__label__1 ,Bestilte varen 10.februar og fik bekræftelse på at den ville blive sendt 14.februar.Da der ikke skete mere (ingen mails eller andet)så jeg på hjemmesiden  at leveringsdato blev udskudt flere gange  stadig uden info til mig.Levering skete 4.marts; for at føje spot til skadeblev prisen nedsat  da produktet kom på lager men ikke for mig!
__label__5 ,Modtog varerne efter kort tid. God kvalitet.
__label__5 ,Nemt at bestilling - super hurtig levering.ALTID til at regne med... Anbefales herfra...
__label__5 ,Altid super service og hurtig levering fra Proshop…
__label__5 ,Bestilte en dykpumpe søndag og modtog den allerede mandag med Postdanmark  super service.
__label__1 ,"For en virkelig elendig opplevelse. Fra proshop skal jeg faktisk aldri handle igen  og jeg vil virkelig anbefale alle andre at heller købe fra alle andre steder en denne. Styr unna.Jeg købte en Kitchenaid 5ksm175 demo-vare  som fungerte helt greit  men som manglede en essensiell del. Jeg sa ifra så snart jeg fik produktet  og fikk raskt denne gledelige beskjeden tilbage: vi kan ikke erstatte delen som mangler  du skal søge om at få reklamation på varen. Dette inkluderer at få tilsendt en ny pakkelapp  printe ut  returnere varen  og så vente i opptil 4 uger på at sagen skal ""vurderes"". Deretter sikkert ennu lengre på at få pengene tilbage. Da jeg ikke hadde råd til at købe ny før jeg så fikk pengene tilbage ville jeg risikere at vente rundt 5-6 uger på mitt produkt. Som svar sa jeg at mange leverandører selger den manglende del  og at de heller kunne gi meg penger tilbage for at købe en erstatningsdel selv. De godtok at gi meg elendige 200kr erstatning  selv om delen koster mellom 450 og 780kr. Altså skal jeg mindst gå 250kr i tab og vente til jeg får delen på plass  eller vente kjempelenge på at mitt produkt skal reklameres. Der er nå ikke det at 250 kroner er så mye penger  men det kommer altså i tillegg til de 3600 - allerede brugt på produktet  I tillegg til at der går på prinsipp."
__label__1 ,Utrolig useriøs af en af dks største webshop.I skriver leverig til pakkeshop søndag og pakken kommer tirsdag.Fint produkt men valgte jer udelukkende pga. i forventet at kunne levere søndag.Næste gang finder jeg nok et andet sted at handle.
__label__5 ,Hele handlen gik lige efter bogen  og post nord levere til tiden. så ***** herfra.
__label__1 ,Øv! Bestilte Adidas tøj til min ene søn i påsken og finder ud af ved at logge ind for at tjekke ordren at det er blevet annulleret af Zalando.Ingen information om dette fra Zalando.Og så vidt jeg ved skal varen vel sælges til den pris der står  på trods af det så åbenbart drejer sig om en fejl.
__label__1 ,Total dårlig service. Reklamer med 4-7 dages levering og der gik 9 dage bare om at få varen pakket og sende en mail hvor der så yderlig gik tre dage. Så skriver jeg til kundeservice hvorpå de blot svare at de holder sig inden for dagene . Nul køb fra Zalando til mig fremover .
__label__1 ,Det er første gang jeg handler der og de annullere 12 ud af 13 bestilte vare fordi de mener det var for billigt jeg burde have vidst at deres vare var for billige og at det var en fejl.Jeg søgte på deres hjemmeside efter produkter med rabat på 50% og over 60% så hvordan skulle jeg vide det var for billigt? Mange af varerne var sat ned i en bestemt størrelse eller en bestemt farve så det gav jo god mening. Dårlig kundeservice bare at annullere ordre uden at sende en mail eller andet. Måden jeg selv fandt ud af det på var pga. en artikel på bt.
__label__1 ,Jeg har d.4/4 bestilt to varer  som jeg først har modtaget idag d.14/4. Zalando plejer at levere i løbet af få dage  men denne gang har det altså taget 10 dage  inklusiv helligdage  men stadig meget længe. Jeg kan se  at pakken først er blevet afsendt 4 dage efter den er bestilt. Da jeg så endelig modtager min pakke idag  er sweatshirten jeg har bestilt i en str. M i stedet for str. S som jeg havde bestilt. Nu er trøjen udsolgt i alle størrelser  så det er simpelthen for dårligt!! Jeg venter desuden stadig på en anden pakke jeg bestilte derfra d.7 april  så det bliver spændende at se hvornår og hvordan den når frem.
__label__1 ,Fordi i har anuleret mine varer uden videre
__label__1 ,Som alle andre bestilte jeg også en god portion adidas varer den 10. April. Ialt 350kr. Jeg fik ordrebekræftelse og pengene blev reserveret. Alt sammen fint og flot. Idag modtager jeg så en besked fra en veninde der fortæller at Zalando åbenbart har lavet en fejl og mange ikke får deres bestillinger - så jeg tjekker min ordre - og ganske rigtigt. Annulleret. Ikke et ord fra Zalando  ingen email  ingenting. Jeg er spændt på om mine veninder modtager deres bestillinger - de havde nemlig modtaget forsendelsesbekræftelse. Uanset hvad er jeg færdig med at bestille herfra. Det kan sjældent svare sig i forhold til deres konkurrenter.
__label__5 ,Fantastisk hjemmeside. Altid hurtig levering og helt uproblematisk returnering. Gode priser.
__label__1 ,Værste kundeoplevelse nogensinde. Hvis jeg kunne give 0 stjerner  så havde jeg også gjort det. Zalando har 2-3 dage kørt 91% på udvalgte adidas produkter. Jeg bestiller selvfølgelig når jeg ser dette  og får desuden også en ordrebekræftigelse. Men Zalando vælger at annullere min ordre.Jf. deres prispolitik punkt 2.1 beskriver Zalando  at de priser der fremgår på deres hjemmeside på det tidspunkt  hvor bestillingen afgives  er gældende. Dette stemmer overhovedet ikke overens med deres handling. Når jeg så kontakter Zalando og spørger indtil hvorfor de ikke overholder deres egen prispolitik  så får jeg ingen svar  udover  at de mener jeg har handlet i ond tro.  Det er sidste gang jeg handler på Zalando.dk. Ingen anbefalinger kan videregives  hold jer væk fra firmaet.
__label__1 ,Jeg har handlet meget på Zalando  men pludselig kan jeg ikke længere betale med betalingskort men kun bankoverførsel!!! Er det overhovedet lovligt  at forskelsbehandle kunder på den måde?
__label__1 ,Jeg har den 10. April købt nogle varer og modtaget ordrebekræftelse på dette. Jeg finder så efterfølgende selv ud af at ordren er annulleret uden jeg har hørt fra Zalando. Hvis der er sket en fejl på prissætningen af deres varer er det mindste de kan gøre at sende en mail til kunderne. Virkelig dårlig kundeservice! Handler aldrig ved jer mere!!!
__label__1 ,Jeg har den 11. April købt nogle varer og modtaget ordrebekræftelse på dette. Jeg finder så efterfølgende selv ud af at ordren er annulleret uden jeg har hørt fra Zalando. Hvis der er sket en fejl på prissætningen af deres varer er det mindste de kan gøre at sende en mail til kunderne. Virkelig dårlig kundeservice!
__label__1 ,Som flere anmeldere herunder havde jeg bestilt adidas-tøj  som Zalando åbentbart ikke kunne levere. 5/6 produkter kunne de ikke levere  og istedet for at kontakte mig angående min ordre  sender die mig den eneste vare der rent faktisk kunne leveres (et par sokker)  som jeg kun havde tilføjet min indkøbskurv for at få gratis fragt ....... Dem kan jeg så returnere nu  og bruge en masse tid på det. Ringe service.
__label__1 ,Jeg havde i sidste uge bestilt noget tøj fra mærket Adidas.Jeg fik kort efter en ordrebekræftigelse.Jeg har netop modtaget en mail med at største delen af min ordre er annulleret.Jeg kan konstatere at Zalando har annulleret min ordre uden at give mig besked. Endvidere har jeg ikke modtaget en mail med en kompensation  for de annullerede varer.Jeg meget skuffet over  at Zalando har så dårligt styr på deres lager.Og jeg tvivler på  at jeg jeg kommer til at handle på hjemmesiden igen.- Dette er desværre ikke første gang jeg har oplevet  at mine varer er blevet annulleret fra Zalando. Sidst fik jeg dog kompensation; jeg modtog en rabatkode på 10%  hvilket var langt fra tilsvarende med den besparelse på produktet jeg havde bestilt.
__label__1 ,Har netop opdaget at min bestilling fra for næsten en uge siden er annulleret. Det opdager jeg selv  da jeg vil tjekke forsendelsesstatus. Ikke nogen opdatering eller informationsmail fra Zalando. Jeg kan nu læse i andre medier  at det bestilte Adidas-tøj åbenbart var med for høje rabatter ved en fejl. En ting er at lave en fejl som denne  men det afgørende er at kommunikere klart og ordentligt ud til kunderne. Ikke bare annullere ordren og lade dem opdage det selv. Det er chokerende dårlig kundeservice og tydeligt tegn på hvor ligeglade de er.
