rating,review
__label__2 ,jeg bestilte en vare torsdag i god tid så komplett kunne sende den samme dag. selvom jeg får en mail på at ordenen er klar til at blive sendt samme dag bliver den først sendt søndag. jeg får ingen information om at den ikke er sendt før jeg selv kontaktet demog ingen forklaring på hvorfor.
__label__1 ,jeg købte for 18.000 i en bygselv computer.vandpumpen til vandkøling var en del af et større sæt.pumpen går i stykker efter et halvt år og så mener de dælme at de skal have hele sættet retur - det vil sige at pcen skal skilles ad fuldstændig og alle delene sendes returalt dette fordi en pumpen som sidder helt for sig selv med 4 skruer er gået i stykker.jeg havde en anden pumpe jeg kunne sætte i midlertidigt så jeg kunne bruge maskinen til arbejdet. men dette er så ikke muligt når de mener at hele sættet skal retur.det er edermane dårlig kundeservice når pumpen alle andre steder kan købes separatuden den er en del af et sæt.iøvrigt var de 10 dage om at svare på den første mail.det er sidste gang jeg bruger komplettønsker i det billigste uden service er komplett sikkert noget for dig.ønsker du dog bare en anelse af faglig stolthed og en snert af kundeservice skal du finde dig en anden forhandler
__label__1 ,den dårligste kundeservice jeg har oplevet til dato. der er ikke styr på meget ved komplett.dkd. 26/07/17 bestiller jeg en sony reciver str-dn1080ved modtagelse finder jeg ud afat den har været tabt. irreterendemen det kan jo løses. jeg skriver en mail til kundeservice og får ordenlig respons efter 4 dagehvor jeg har skulle dokumentere skaderne til produktet og kassenså der er yderligere irreterende vente tid. jeg får besked om de vil sende en ny receiver straktmen der går over en uge og jeg undre mig. ny kontakt til supportenmen nu kan de fortælle mig at de ikke længere har produktet. jamen hvorfor h****** fortæller i mig så at i straks vil sende et nyt? jeg tager mig til takke med pengenereturda jeg ikke ønsker et andet af deres produktermed beskeden om at jeg kan forvente pengene en gang i næste uge. nu er der så gået 1½ uge igenpengene er ikke kommet. men i dag kommer der sgu en postmand med en ny receivermen hvad skal jeg dog bruge det til. jeg har forventet at få mine penge tilbage. nu får jeg så en flabet besked fra en uhyr dårlig supporter 'ashley' om at jeg kan få pengene når de engang har fået receiveren returog der kan yderligere gå 2-10 bankdage før jeg får pengene. først da jeg truer med klagesag i forbrugerklagenævnet kan jeg få pengene returmen nu skal jeg forsat vente 2-10 bankdage før jeg får pengene. tag jer sammen komplett.dkfå styr på jeres lagerog lad være med at gøre det nødvendigt at snakke om klagesager før man får den mindste smule servive.
__label__5 ,jeg bestilte en sony str-dn1080 i et weekendtilbud.desværre begyndte den at afgive en højfrekvent hyletone(coilwhine) efter en lille månedselv på standby.jeg oprettede en reklamationog fik en returslip på pakken hvorefter den røg afsted.jeg fik ca. 4-5 dage efter afsendelse besked om at nu var pakken modtaget.ca. 3 uger efter komplett havde modtaget pakken fik jeg besked om at nu var den på vej retur til mig.til min store glæde var fejlen blevet repareretog jeg er nu igen den glade indehaver af en ny surround receiver.skulle jeg komme med forslag til forbedringer skulle det være at informationsniveauet var en anelse højere i forløbet.f.eks:- pakke modtaget fra kunde- pakke sendt videre til værksted- pakke modtaget på værksted- pakke under behandling på værksted- pakke afsendt fra værkstedgerne med konklusion på fejlmeldelsen.det er naturligvis bagatellermen det ville nok give mindre henvendelser fra kunder der vil høre hvordan det går med reklamationen :-)
__label__1 ,bestiller en vare med en leveringstid på 1-2 hverdage onsdag kl 10.21da ordren er oprettet ligger jeg mærke til at der i stedet står 5 dages leveringstid på min ordre side efter min bestillingjeg skriver derfor til support som forsikrer mig om at jeg ikke skal tage mig af den leveringstid og at siden jeg bestilte før kl 12 ville varen blive sendt samme dag og jeg ville have den senest fredagaltså de 2 dage som havde står på varens side. nu er det fredag og ingen pakke er dukket op. skriver derfor til support chattenda det var vigtigt jeg fik min pakke før weekendenderaf hele grunden til jeg originalt skrev til dem for a forsikre mig om jeg ville få den til tiden. samtalen kan ses her med navne og numre fjernet: pastebin com/cwxyrsgf. har aldrig mødt kundeservice af så ringe kaliber før som svarer igendet blegner i modsætning til amazon eller kviknet. nu håber jeg så min pakke rent faktisk dukker op tidligt om lørdagenellers er det spildt. hvis firmaer ikke kan holde deres leveringstider så må de lave dem mindre optimistiske så man kan glæde sig over ens pakke kommer før tidi stedet for at sidde og regne med noget der ikke sker.
__label__5 ,profesionelle oplevelse som sædvanligt. og intet gebyrer for betaling af mastercard.desværre har de ikke gratis fragt ved køb over 500 mere.
__label__5 ,jeg havde problemer med en strømforsyning fra coolermastersom efter 2 år gav op. grundet coolermaster's udvidet garanti (5 år)kunne jeg sende den tilbage til coolermaster direkte. der var dog store problemer i kontaktenog i deres service.derfor kom jeg til at give et elendigt reviewuden at tænke på retningslinjerne.derfor blev denne slettetdog ringede de til mig for at følge op på problemetjeg kunne dog ikke se hvem det varog jeg var i skole... så jeg tog den ikke. i dag modtog jeg en email fra demog efter få mails sender komplett en nyuden beregning. det er langt over hvad man nogensinde kan kræve. fantastisk. mange tak til kimsom har reddet dagen.
__label__5 ,ser tit & ofte i får drøje hug på trustpilot men jeg må sige i mit tilfælde er det gået som en drøm kan simpelhen ikke sige noget negativt lyn hurtigt sagsbehandling super god levering bestilte søndag aften & modtog min pakke idag tirsdag formiddag det kan ikke gøres bedre er rigtig godt tilfreds med handlen
__label__1 ,kundeservice under al kritik! bestilte min vare d. 1 oktober 2017skriver til dem efter 1 uge og spørger hvor min vare er hmmvi kan se den er blevet væk. væk?? okay fint nokhavde dog håbet på de ville sende den med track and trace så de i det mindste kunne se hvor den var. jeg spørger så om vi kan finde på en løsningeller gøre en ekstra serviceog evt sende den med ekspress leveringmen de har intet der hedder ekspress.. så spørger jeg om de kan sende en nymen det kan de først om mandagen næste uge.. modtager så en mail i dag hvor de skriver at de har modtaget min henvendelse om at jeg vil returnere min vare og udfylde en formularog her tænker jeg jeg har slet ikke henvendt mig om at returnere en vare?? jeg har ikke engang modtaget varenhvordan skal jeg så returnere den?? for det tredjeså sender de e-mails på svenskog deres kundecenter taler kun engelsk.. helt ærligt.. hvis i har valgt at have en butik i danmarkskal i godt nok også kunne supportere de danske købere lidt bedre.. for det fjerdd så har jeg aldrig oplevet en chat funktion hvor medarbejderne er så kolde og skriver meget korte svarog slet ikke føles som om at de har lyst til at hjælpe en eller finde på en god løsning så køberen stadig får en god købsoplevelse. har fået af vide at de har sendt mig en ny varenu sidder jeg 10 dage efter bestillingsdato og krydser fingre for den ikke bliver væk igen. det er sidste gang jeg handler hos komplett.dk.
__label__4 ,høj leveringsprisikke så meget andet.
__label__1 ,fejl i deres betalingsystemhvilket resulterede i at at vi ikke kunne placere vores ordre. da de havde rettet fejlen var alle tilbud udløbet og vi måtte betale fuld pris. derudover havde vi gentagne gange skrevet med kundeservicesom havde forsikret os om at alt hardware der blev købt passede sammen og kunne fungere sammen. da vi modtager vores ordrepasser motherboard ikke til kabinettet og vandkøleren kan ikke være i kabinettet. hertil henvendte vi os igenhvor medarbejderen lovede at vi selvfølgelig ville finde en løsningevt med kompensation af i form af hvis der har været ydereligere omkostninger. dog vendte denne medarbejder aldrig tilbageog efter 2 uger tog vi selv kontakt igen. i mellemtiden havde piben dog fået en anden lydog den nuværende support medarbejder hverken kunne eller ville finde tidligere chatlog frem omkring kompensation. derudover gav denne medarbejder udtryk for at det mere eller mindre var vores fejlog der ikke kun ydes nogen form for kompensation. prikken over i'et er dog at vi ifølge medarbejderen samtkompletts salgsbetingelser nu ikke kan returnere produkterne da emballage er brudt. afslutningsvis har vi brugt mellem 6-7 timer på at skrive med chat support grundet manglede kommunikation. endvidere ved hver enkelt medarbejder ikke ved hvem der har sagt hvad i hvilken sag. service eller kyndig it vejledning er altså ikke noget der finder sted hos komplett. komplett kan derfor på ingen måde anbefales.update:der er nu i samarbejde med komplett fundet en fornuftig løsningsom alle parter kan være tilfredse med.
__label__4 ,tingende er ofte 100-200 kr dyrere en andre internet forhandlere. ellers framregende :)
__label__5 ,jeg fik et problem med min stationærat den ikke ville tænde længere - så jeg ville have den repareret. jeg havde dog købt den for over 2 år sidenså jeg var bange forat jeg selv skulle betale for fragtenreparationen og nye delemen til min overraskelse havde jeg 3års garanti på skidtet! på trods af at jeg ikke havde tilkøbt ekstra garanti i sin tid.herefter havde jeg så problemer med at finde en transportkasse til min stationær og noget bobleplastmen det havde kundesupporten helt styr påså han sendte mig en kasse med plastder passede. så fik jeg sendt den afsted uden problemer. efter et stykke tid får jeg en mail omat motherboardet er blevet repareret og den bliver sendt hjem igen. lige op til døren! det' sgu fint nok.
__label__5 ,super kompetent kundeservice/support. de yder virkelig sit bedsteog udnytter deres kompetencer til sit bedsteom det så er rådgivningreklamationhjælp til opsætning mm. derudover er der også super hurtig levering.thumps up herfra!
__label__5 ,jeg er virkelig en kæmpe spade til computermen efter at have snakket med rickard fandt vi sammen frem til en løsning. jeg følte der var tid til at hjælpeog ikke at der blev forsøgt at skynde på en. tusind tak for en rigtig behagelig oplevelseikke sidste gang jeg handler hereller anbefaler til venner og andre.
__label__5 ,altid gode priserfantastisk servicehurtig leveringstid5/5!
__label__5 ,handlede fredagpå en nem og overskuelig hjemmeside og fik leveret varen om mandagen. ingen problemer og fin løbende besked om status om varen.
__label__5 ,jeg oplevede nok til dags dato en af de bedste og mest venlige medarbejder i nok har. hans navn er jakob b fra kundeservice. jeg var lidt en presset mand der have bestilt en gave hvor det hele gik lidt i gedog han hjalp mig igennem det hele så den kunne nå at komme hjem til tiden. jeg kan kun anbefale at handle med ham virkelig verdens klasse.er meget tilfredes og vil helt sikkert gerne handle ved jer igen kun pga. dig virkelig top klasse ! havde en træls oplevelse inden med en af dine kollegaer med det må jeg nok sige det fik du rettet op på..!
__label__1 ,de sletter ikke automatisk reservationen på en annuleret ordreså du kan vente 30 dage på at den automatisk bliver slettet.hvis du har en ordre på flere ting og en af dem manglerså er de ligeglade med om du har reserveret de andrehvis der kun er 1 af dem på lager så lader de dig vente og sælger den alligevelså kan du vente flere dage på at modtage din ordre. (gælder hvis du vælger at modtage din ordre samlet). eller rettere en uge ekstra+ til de får dem på lager igen før de starter med at behandle din ordre.når du handler med komplettså køb helst en ting ad gangentjek om de har alt på lager før du køberog husk at hvis der står at der er 1 en eller 2 på lager og det er en meget solgt vareså er deres hjemmeside bagud ift. lageret og det er ikke sikkert at det er på lager mere. så kan du risikere at vente mellem 5-20 dage på at de får den på lager igen.
__label__4 ,lidt langsomtmen har aldrig haft problemer med varer derfra.
__label__5 ,hej jeg har kigget efter ny computer og skærm i et stykke tid nu. jeg åbner chatten her i morges og får fat i jakob. jeg havde mange spørgsmål som jeg håbede jeg kunne få svar på.jakob er venligpositiværlig. han svarede på samtlige spørgsmål jeg kom med og han gjorde det professionelt. jeg følte ikke jeg skrev med en komplett medarbejdermen udefra der rådgav mig. præcis hvad jeg havde brug forda jeg ikke er den skarpeste kniv i skuffen til computer specs. jeg spurgte ham om komplett lavede prismatch. det svarede han ærligt at de ikke gjorde. skærmen jeg ville købe kostede 600 - mindre hos en anden forhandler. jeg kunne spare 600 - men vælger at foretage hele mit køb hos komplett. hvorfor? fordi man ikke kan sætte en pris på god service. tusind tak til jakob!
__label__5 ,den rigtige vareog til en ganske god pris!!overskuelig hjemmesidedette er klart måden at havwe en shop påkan kun anbefales!!!! et sted jeg klart vil anvendehvis de igen har hvad jeg søger!!!
__label__5 ,komplett.dk er det sted jeg foretrækker at handle. rigtig god kundeservice og en overskuelig hjemmeside som er nem at finde rundt i med fornuftige priser. venligt personale som følger op på både ris og ros. jeg savner dog deres pickup point og håber det en dag vil vende tilbagemen jeg har handlet en del hos komplett.dk og det vil jeg fortsætte med. kan varmt anbefales!
__label__4 ,fantastisk service fra komplett. jeg fik idag min komplett pc men manglet den musemåtte som fulgte med pc'en. jeg skrev så ind til komplett og fik fat i olivier som venligt tilbudet et nyt af eget valg og ellers kan jeg ikke sige
__label__5 ,altid god service hurtig lervering nem at overskue hjemmesiden
__label__5 ,fantastiskhurtigt og professionel service. ikke nogen dikke dare når man annullere et køb og ønsker pengene tilbage. fik på få sekunderden e-mail samt indholdet her af udleveret af en medarbejder. en time senere var mailen sendt til banken fra komplett 5 ud af 5.
__label__5 ,altid god service og hurtig levering.
__label__5 ,købte en opgraderings pakkesom ikke var på lagerdet var den d. 2. juni. det var jo fint. nu er der så den anden juni og så har komplett.dk været så venlige at opdatere og skrive at den er på lager d. 9 juni. det er jo lækkertnår man endelig har råd til en opgraderingat man så skal venteså lang tid. jeg stoler ikke påat den kommer d. 9 juniså opdatere komplett jo nok bare igen og skriver den 16 juni. jeg har betalt 5.599 -så forventer jeg altså ogsåat varen kommer på lagerindenfor 2 uger?nu bliver jeg nød til at afbestille. så køber jeg da bare delenefra en anden hjemmesidesom faktisk har delene på lager og vil sende demså jeg faktisk kan få dem indenfor en uge.ærgeligtda jeg ellers vedat komplett er en god side.edit: komplett ringede til mig og spurgte om de kunne gøre nogetfor at forbedre min oplevelse.de sendte mig et kabel gratissom jeg har haft brug for i et stykke tid. komplett sørger forat de enkelte bliver glade! :)
__label__1 ,umuligt at få en bekræftelse på leverancen trods flere opkald til kunde service. ingen skriftlig feedback om forventet leverance dato og ej heller beklagelse af forsinkelse generelt. derudover ringes der ikke tilbage trods udtrykkelig forsikring herom.et e at der opstår forsinkelsenoget andet er at kunden ikke bliver håndteret korrekt efterfølgende.
__label__5 ,har altid handlet os komplett hvis jeg manglede nogen form for elektronik og det er lige godt hver gang!købte foreksempel en komplett-pc til 12k og fik den inden for en uge og den køre helt perfekt! kan klart anbefale komplett!
__label__5 ,komplett kender deres mulgruppe og forstår deres behov. jeg synes altid de kører med interessante tilbud. deres hjemmeside er meget indbydendeog de har al den information jeg leder efter på deres produkter! selvom jeg bestilte en lørdagkom varerne alligevel tirsdag næste ugepå trods afat det blev sendt helt fra norge af.
__label__5 ,har købet hos jer i mange år.og der har kun været et problem.men hvad? i får 5 her fra.da det blive løste på 1 dag. :-)
__label__3 ,da min computer derhjemme som bl.a. bruges til lidt gaming er blevet ca. 5 årog jeg efterhånden ikke syntes jeg gad blive ved med at opgradere hardwarenså jeg kan følge medbesluttede jeg mig for at bestille maj måneds gamer-tilbud fra komplett.dk. jeg lavede nogle få justeringer på konfigurationerne og bestilte! hjemmesiden er meget brugervenlig med gode forklaringer på specifikationerne på alle enkel-dele.skulle oplevelsen ha' været til 5 stjernerskulle informationerne omkring leveringen være lidt skarpere.jeg bestilte min nye computer søndag 14/5-17. på hjemmesiden stod der produktionstiden ville være 1-3 hverdage. derfor havde jeg håb om min computer ville blive sendt fra komplett.dk senest onsdag. nu forstår jeg såefter jeg har henvendt mig til komplett.dk via emailat det har været helligdag i norge hvor computerne bygges i onsdagsog at torsdag derfor var 3. hverdag. i dag er det fredag og min computer har stadig ikke forladt komplett.dk. jeg er blevet informeret om at dette skyldes ekstra tryk på bestillingerne pga. konfirmationer. igen var jeg selv nødt til at henvende mig for at blive informeret. da jeg bestilte min computer i søndags havde jeg håb om at modtage den i denne ugemen det bliver tidligst i næste uge.min anbefaling vil være enten at have en pop-up når man bestiller på hjemmesiden der fortæller om ekstra travlhed samt evt. helligdage. men at man som absolut minimum sender en mail ang. forsinkelsen. når man endelig beslutter sig for at kaste små 17.000 kr. efter en ny computerså glæder man sig som et lille barn til at modtage den. her kunne komplett.dk i dette forløb ha' været skarpere. men jeg glæder mig til at modtage maskinen i næste uge - forhåbentlig!mvh. michael
__label__5 ,jeg må indrømme jeg er blevet positiv overrasket. jeg bestilte ny computer fra komplett fredag eftermiddag (kl 16) og mandag formiddag var den på mit bord.alt er som det skal være og produktet virker som forventet.
__label__2 ,det tog ekstremt lang tid. jeg bestilte en computer og der gik 11 dage fra bestilling til modtagelsetil trods for at jeg bor i københavn og derfor normalt får pakker fra udlandet en dag før folk som bor længere inde i landet.det fremgik ingen steder under bestillingen at det ville tage en hel uge at smække computeren sammen og smide den på en lastbil. det eneste man får at vide er de 2-3 dages forsendelse. havde jeg vidst at der ville gå så lang tid havde jeg brugt en anden forhandler.
__label__5 ,ny gamer bærbar til markedets billigste pris og levering på under 2 dage.i like!
__label__1 ,har tidligere købt et spil hos demda jeg skulle downloade det igenvar dette ej muligt. jeg brugte 25 minutter på at vente på at få kontaktyderligere 40 minutter på at finde ud af at de vil have at jeg skulle gå til en hjemmeside og downloade mit spilhvor jeg skulle købe det på ny og sende dem fakturaen. i stedet kunne de have fundet en meget lettere løsningsend mig mit tab på 99kr. men nejjeg skal bruge 2 timer mere på at rette op på deres møg fejl. tis firma.
__label__3 ,jeg bestilte en hp 260 g2 desktop mini til dkk. 3.990 -da jeg åbnede postpakkenvar der kun en hp tastetur/keybord men ingen desktop.når jeg og min kone skriver til komplett.dk de reagerer overhovedet ikke på vores henvendelser.deres telefon kundeservice foregår på engelsksom vi ældre mennesker ikke forstår ret meget af.hvad skal man gøre når man har betalt dkk. 3.990 - og ikke får sin vare?lige en opdateringjeg har endelig fået mindesktopbare træls med alt bøvlet.d 20-07-17bestilling den 30-06-17dags dato 13-07-17
__label__1 ,modtog for godt 2 uger siden en asus zenpadden blev ved med at tabe forbindelsen til mit netværkjeg kontaktede herefter kundeservice der oplyste at de først skulle anmode den afdeling der har med reklamationer at gøre om lov til at returnere denhvilket jeg fik lov til 3 dage efter så går der yderligere 3 dage før jeg får besked om at den er modtaget og der vil gå op til 2 dage før den er undersøgtdet tager så ikke kun 2 dage men en hel uge. i mellem tiden har jeg sendt en mail og bedt om at få handlen annulleret men komplett er fuldstændig umulig at komme i kontakt med ingen besvarelser på flere mail's. telefonisk er det heller ikke muligt da de kun kan besvare opkald på engelsk og det rækker mit engelske ikke til. imorgen må jeg så kontakte forbrugerklagenævnet og se om de kan hjælpe med at få kontakt til komplett thorkild fogh
__label__1 ,selve bestillingen og leveringen var ikke til at klage overmen servicen herefter var ikke til stede.bestilte en bærbar som ud fra deres hjemmeside havde baggrundslys i tastaturetmen det var så ikke den model jeg fik - fik sikkert den rigtigemen ikke hvad de viste.prøve at skrive til dem 3 gange med dokumentation i løbet af 1 1/2 ugemen intet hørte jeg.til sidst fik jeg fat i en via chattenmen hun skrev bare at jeg havde modtaget den bestilte - ikke andet.
__label__4 ,udvalgkomplett har en dejligt stort udvalgen overskuelig og lys hjemmeside og semi priser. jeg har været ude for et uheld med et tastatursom driller mig. jeg har skrevet nu 3 mails uden nogen repsonse. det er simeplthen for dårligtat der ikke er hjælp at hentenår ens hardware går i stykker. 2 stjener kun pga deres hjemmeside samt udvalg 0 for deres service!!___________________________________________________opdateret:efter at have været i dialog og fået en forklaring på hvorforder ikke blev svaret på mine mails samt en undskyldningvælger jeg nu at give 4 stjerner da processen forløb meget let denne gangtak.
__label__1 ,kampagne uden lagerbeholdning - lang leveringstid - udsættelse til endnu længere leveringstid - ingen kommunikation = slettet ordrer
__label__2 ,jeg er ptigang med en sag mellem politiet og center for klageløsning om at komplettikke overholder deres tilbageførsel af pengei mit tilfælde er det en garanti på på et produkt med 5 års garantihvor de blot har sendt mig en kvittering på et beløb de anerkender de skylder migmen de har aldrig sendt mig pengenede sagde der kunne gå op til 10 bankdage så jeg gav dem pænt de 10 bankdage derefter gav jeg dem yderligere 5 bankdage til at få styr på detdet er nu stadig ikke sket nogetså nu bliver svindlerne anmeldt.
__label__5 ,har siden april måned købt dele til min nye computer. har købt det meste på tilbud hver weekend og lidt til sommerudsalget det lige har været. alle mine dele fungerer perfekt og min nye selv samlede computer spiller bare max. alle mine dele fik jeg inden for 3 dage. delene har jeg sparet en del penge på da jeg fik dem på tilbud. kan varmt anbefale komplett.
__label__3 ,død irriterendeat man ikke bare kan betale med almindeligt dankort.jeg har brugt ca. 45 minutter og 3 nemid-nøgler på verified by visa. nu er min tålmodighed med komplett brugt opog jeg har endnu ikke modtaget noget produkt. hvis der er det mindste problemudover det nævnteså hæver jeg købet øjeblikkeligt og ændrer denne anmeldelse.utroligtat det er gået så meget ned ad bakke for komplett i danmark. fra solid virksomhed med forretning i centrum af københavn til kedelig netforretning med tvivlsomme betalingssystemer og mangelfuldedyre leveringsmuligheder.
__label__5 ,nu er det fjerde gang jeg køber over komplet. og har stagdig ikke noget at klage omjeg syntes at de skal blive ved med det gode arbejde.:)
__label__5 ,altid god service. kunde hos komplett gennem mange årog oplever altid verdensklasse behandling hos dem. en virksomhed man har forventninger tilsom de lever op til gang på gang. mere end tilfreds.
__label__5 ,nemthurtigt og billigt. ingen problemer med at handle her
__label__5 ,kontaktede komplet med en reklamation og fik fantastik kundeservice: hurtig kontaktkompetent behandlinghurtig respons og handlen på problemet inden for to dage. jeg handler meget gerne hos komplett igen.
__label__1 ,jeg har købt et produkt (grafikkort).det var defekt fra start. (grunden til at jeg valgte komplett var at de kunne levere hurtig!! ) efter at de kunne konstaterer det var defekt. sagde komplett atde havde ikke flere på lager. de ville sende mig et nyt grafikkort når de fik det på lager (minimum 8 dage til de havde det lager og så der efter sende det med posten ca.3-4 dage ) jeg prøvet at få et andet grafikkortdet ville de ikkedet kostede 2.849 krdet var på pricerunner tilbedste pris: kr 2.549 jeg gave 2.174krjeg prøvet at handle med komplett og starte med et bud på 2424 kr (2174+250= 2424 kr)de ville ikke handle...jeg kunde vente på et nyt (10-12 dage plus)eller få mine penge tilbage... om optil10 dage efterder var ingen interesse i at få et godt resultat eller samarbejdsvillig uacceptabel oplevelse vil ikke handle der merethue schellersvar på svarjeg har ingen win win!! jeg har været uden pc i 5 uger++!!i solgte et produkt der var i stykkerhar ikke et nyt på lager.ingen komparation eller sammenarbejde til et nyt produkt.og penge tilbageer en selvfølge!!! når produkt er i stykker!!
__label__5 ,jeg har handlet 10+ gange hos komplett. altid fungerer det og til vilde priser. leveringen er dog blevet en dags tid langsommere over de sidste par år. om det er kompletts skyld eller fragtmanden vides ikke.
__label__1 ,utrolig dårlig support.har fornyligt købt et hyperx cloud 2 gaming headsetog da mikrofonen er utrolig lavselvom styrken er sat på maks. kan jeg ikke rigtig bruge headsettet til noget. da jeg så kontakter deres livechatskriver jeg ca 4 beskeder frem og tilbage med deres supporterda den sidste besked fra ham er et spørgsmålhvor jeg så havde svaret på det. der går ca 2 minutterog han lukker chatten uden nogen løsning på problemet. jeg åbner så en ny chatda det godt kunne være en fejl. chatten bliver så lukket med det sammeefter en hej mit navn er ****hvad kan jeg hjælpe dig med? besked.det er bare ikke acceptabeltat man kontakter jer i håb om hjælpmen bliver så bare smidt af uden videre.
__label__5 ,l2-knappen på min razer raiju ps4 controller gik i stykker. skrev til komplett og fik tilsendt en ny udenat jeg skulle bruge tid på at sende den ødelagte retur.super service.
__label__3 ,bestilte et stormblood udvidelsen til final fantasy 14 og må erfare at komplett ikke kan leve op til det de lover. de havde vist bare regnet med at problemet gik væk af sig selv da man kunne høre på kundeservice at de også undrede sig over den det manglende fremskridt. er 4 dage over tid og de har ikke engang behandlet noget af ordren eller oplyst mig om at det ikke kunne lade sig gøre. endvidere bliver jeg bagefter ringet op af en højst irriterende automatisk spørgeundersøgelse som ikke engang identificerer sig som om den kom fra komplett. jeg vil anbefale at gå langt udenom komplett til alle. de holder ikke hvad de lover.----opdatering: jeg var virkelig træt i hovedet da jeg skrev første halvdel af min kommentar. og jeg mente hvert et ord. men jeg fik et opkald fra kompletthvor de spurgtehvad de kunne gøre bedre. resultatet blevat jeg fik annulleret min ordreog min betaling bliver refunderet. som kompensation fik jeg tilmed et gavekort og en undskyldning. det er så tilfredsstillende som det kan blivenår butikkens leverandører svigter.
__label__4 ,sendte et dødt grafikkort indsupport holdet var hurtige til at få lavet en rma case til migog jeg fik sendt pakken af stedda de ikke havde flere af det model af kortfik jeg et valg mellem to nyealt i alt gik det relativt hurtigt og support holdet var dank af.shoutout til lars k. og olivier. sprøøøøøøødt.edit: fik at vide af kundeservice at mit grafikkort ville blive søndagog at jeg ville modtage det mandag eller tirsdagmen i dagtirsdaghar jeg fået at vide at den først vil blive afsendt i dag.
__label__5 ,anmeldelse af: komplett• konkurrence dygtige priser• godt sortiment af computergrej• god kundeservice - både telefonisk samt chat support.• hurtig leveringefter mange års erfaring med komplett dk/semå jeg give dem en velfortjent 5/5.
__label__4 ,lad os tage det positive først: komplett.dk leverede hurtigere fra deres lager i norgeend de stillede mig i udsigt i ordrebekræftelsen.jeg savner mulighed for at betale med udenlandske kreditkort på hjemmesiden. jeg kunne ikke betale med et visa-kort fra bank norwegian. ironisk nok kunne jeg godt betale med visa-delen af mit danske visa/dankort.jeg ville gerne have hentet varen hos komplett.dk i ørestad. det koster imidlertid 29 kr. i gebyrhvilket er nøjagtig samme pris som at få varen sendt til nærmeste posthus eller pakkeboks. det giver meget lidt mening!
__label__5 ,jeg kunne ikke være mere tilfredshvis man har et problem går der ikke særlig lang tid før de har løst det for en. man kan altid stole på dem og det er lækkert!
__label__5 ,lars kristian holdt mig underholdtluksus support 5/5.
__label__5 ,dejlig butik at handle i.mangler man noget forholdsvis hurtigt kan komplett.dk godt anbefales!jeg bestilte en vare mandag formiddagog tirsdag eftermiddag stod jeg med den i hånden. (og det er til trods for at varen skulle rejse fra norge til danmark)er man i tvivl med noget skriver man bare til deres kundesupportde er super gode til at hjælpe en med problemer man måtte have og er hurtige til at svare!jeg vender med 100% garanti tilbage!kommer lige med en ekstra ting: jeg købte i september 2017 en microsoft surface pro 4i marts 2018 var surface pennen gået i stykker. jeg skrev til komplett og de sendte mig en ny pen uden overhovedet at stille nogen spørgsmål! super fedt! tak for fantastisk service!
__label__5 ,har købt ved mange gange har ikke haft et eneste problem thumbs up herfra
__label__4 ,til at starte med:efter at jeg havde snakket med dem om et produkthvor at de havde hævet prisen på et produkt og høre om de evt kunne sætte prisen ned igen eller sende en rabatkode der ville dække prisforhøjelsen fik jeg et afslag. da jeg ville høre mere ind til detafsluttede de samtalen i hovedet på mig med vilje. værste oplevelse nogen sinde. det ødelagde min dag fuldstændigt.en uge efter:jeg fik et opkald hvor at de undskyldte og satte prisen ned til den ønskede pris. jeg kan desværre ikke give 5 stjernerda det kun sker hvis jeg har haft en super oplevelse hele vejen og det håber jeg at i kan forstå.
__label__5 ,har efterhånden handlet hos komplett en del gange og er fuldt ud tilfreds ved hvert købså selvfølgelig kommer jeg til at handle her igen. her i dag skulle jeg dog returnere en vareda det var et fejlkøbså jeg havde planlagt et besøg til deres pick up point efter arbejde. det trak dog ud på arbejdeså jeg ikke ville kunne nå det inden lukketid. jeg ringer så til deres kundeservice og får af vide at de kan holde 5 min. ekstra åbentså jeg lige kan nå det. 4a var dog desværre forsinketså jeg først var der 20 min. over luk. til min overraskelse var der dog stadig en medarbejder som ventede og tog imod migog jeg kunne returnere varen uden problemer. det synes jeg var kanon god serviceså tusind tak for det her fra!
__label__5 ,købte et tastatur + musde var desværre problematiskeså fik tilsendt et nyt etuden jeg skulle sende det defekte par tilbage. sindssyggod service!er kunde siden 2014og det vil jeg fortsat være. 10/10
__label__5 ,jeg snakkede med en lars kristian indenfra komplett chattenog han var virkelig hjælpsom. vi byggede en hel pc sammen som var virkelig god!5/5 herfra!
__label__4 ,har flere gange handlet hos komplett.dkhvor de har levet fuldt ud op til mine forventninger.både deres retur ordningog deres reklamations servicehar været helt o top!det eneste minuser at der altid er lang leveringstid på deres vare :(
