rating,review
__label__2 ,alt for mange produkter  der alt for meget ligner hinanden. det er lidt ligesom en kæmpe rodekasse med tilbud. du ved  det gode er der et sted. du magter bare ikke at lede efter det. og min allerstørste anke. deres system vælger (og skifter) med jævne mellemrum din betalingsmulighed  og du har ingen mulighed for selv at ændre. bankoverførsel?! jeg mener  den er vi ude over nu med både mobilepay og kreditkort.
__label__1 ,returnerede et par sko på reklamation. hørte ingenting og kunne konstatere med postnord  at pakken var gået tabt. zalando vil ingenting gøre  fordi jeg ikke har kvittering på forsendelsen (som postnord i øvrigt sagde  de ikke kunne give mig). har været i kontakt med postnord  som siger  at zalando sagtens kan starte en reklamation på den forsvundne pakke uden en kvittering fra mig. men det gider zalando ikke. zalando vil generelt intet gøre for at hjælpe. de fokuserer på at sælge  men deres kundeservice er ikke eksisterende. heldigvis er der mange gode konkurrenter  hvor vores familie nu lægger vores penge
__label__1 ,"ublu gebyrtilskrivning ! modtager en betalingspåmindelse per mail og tonen er:""ih hvor er det ærgeligt  men vi mangler....."" bum at betale 100 i gebyr for en regning på knapt 800.gider jeg det mere ? nej !zalando kunne have bare have droppet besked om  at nu forfaldt regning  men det er jo ubetinget lettere for dem med gebyr ! det gider jeg ikke så farvel farvel."
__label__1 ,"bestilte flere ting fra zalando  bare for at opdage da jeg modtager pakken at de ikke har sendt flere af de ting jeg havde bestilt  skrev til dem og fik bare et ""de skulle have været der"" tilbage. min ordre var delt op i 2 pakker  så ventede for at se om det der manglede måske var i den anden pakke  men nej. skrev til dem igen hvor de bare sagde det var en fejl og at de desværre ikke kunne sende mig tøjet i en ny pakke  så jeg bare ville få mine penge returneret. så nu får jeg bare ikke det jeg havde bestiltdette er ret nederen da zalando altid har været min 'go-to' side for at købe tøj  men efter flere negative opleverser med dem skal jeg nu finde et nyt sted at bestille fra :(("
__label__5 ,jeg vil gerne have lov til at give zalando 5 kæmpe store stjerner.jeg har aldrig nogensinde haft problemer med dem på nogen måde. og handler næsten kun hos dem og har gjort det i mange år. deres returpolitik er helt i top  og så nemt uden omkostninger for kunden. deres kundeservice ved telefonen er altid så venlige  forstående og hjælpsomme. og deres varer kommer altid hurtigt  med mindre det er op til jul  eller at der står ved levering  at det er en langdistance.jeg elsker zalando
__label__2 ,diskriminering af store kvinderdiskriminering af store kvinder  str. plus size.jeg vil starte med at sige at både kvalitet og levering er fremragende. vi er en familie på 4 og vi køber stortset alt vores tøj på zalando.der hvor filmen knækker for mig  og som er grunden til den lave karakter er at størrelserne på billederne er misvisende i forhold til de størrelser  man ønsker.jeg er str. plus size og jeg føler mig ærlig talt vildledt  når jeg skal købe noget i en kategori for store kvinder og det er en model  str. xs eller s  der fremviser tøjet. jeg har ikke en jordisk chance for at se hvordan tøjet sidder i min størrelse  som er str. 52.jeg føler desværre at det er direkte diskriminerende i forhold til store kvinder. jeg vil heller ikke undlade at nævne  at der på billederne står plus size og at det er den str.  der bliver fremvist af en str. xs-s.jeg er virkelig ærgelig over  at skulle give sådan en karakter.
__label__1 ,meget forsinket levering  julegaver ikke hus. ingen kompensation eller andet fra deres side. elendig kundeservice.
__label__5 ,kæmpe ros til zalandojeg skulle sende nogle sko tilbage  da de var for små. jeg havde dog været så dum at ligge et gavekort der i  og glemt at tage det op inden jeg sendte skoene tilbage. jeg havde opgivet at få gavekortet igen  men ud af ingenting  har zalando sendt det tilbage til mig med posten.mega ros til at de har overskud til at sende gavekortet tilbage til mig  istedet for bare at smide det ud!
__label__4 ,meget tilfreds! der er yderst sjældent problem med noget  og de få gange jeg har været i kontakt med kundeservice  har de være så søde og hjælpsomme med at få løst problemet
__label__1 ,har købt en masse julegaver på zalando. 2 af dem var i forkert størrelse  så lavede en returnering på deres hjemmeside  pakkede dem i samme kasse og sendte dem retur. de var købt på faktura. alle øvrige varer købt sammen med disse to varer var betalt. jeg fik en mail hvor de skrev at de havde modtaget den ene vare retur. jeg skrev til dem at der i kassen var 2 varer og at jeg også gerne ville have kvittering på at den anden vare var modtaget retur. det fik jeg og i samme mail skrev de at varen var returneret forkert. det var en vare der kom fra en anden leverandør og derfor skulle sendes til en anden adresse. det ville de gøre  men indtil da ville varen stadig stå ureturneret på min side. efter kort tid fik jeg en betalingspåmindelse og et rykkergebyr. skrev til zalando at det måtte være en fejl da jeg jo havde returneret varen. de skrev tilbage at det var det ikke  men de kunne først rette i deres system når varen var leveret og registreret hos leverandøren. de anbefalede at jeg betalte varen og så ville de refundere både varens pris og rykkergebyr efterfølgende. skrev at det simpelthen var for fjollet. de måtte kunne sætte betalingen i bero og så opdatere deres system når varen var nået frem. jeg havde jo returneret varen. skrev også at det på ingen måde var tydeligt i forbindelse med hverken bestilling eller returnering at varen ikke kom fra zalando og at man skulle være obs i forbindelse med returnering. zalando mener selv at det hele fremgår meget tydeligt og at jeg skal indbetale pengene for at de så om lidt kan refundere dem til mig. det her er helt sort og jeg må bare sige at fremover bliver mine mange tusind kroner lagt et andet sted end hos zalando. det her et komplet mangel på kundeservice og latterligt bureaukrati.
__label__1 ,elendig firma  købte et par sko som skulle ombyttes  fik besked om at jeg skulle bestille et par nye i den rette størrelse og så vil jeg få pengene retur på min bankkonto  men nej nu står de så ved zalando og jeg kan ikke få dem udbetalt  virkelig dejligt at de bundefanger en  det var ikke det der blev fortalt da jeg skulle bestille skoene igen. så kommer aldrig til at handle ved zalando igen aldrig aldrig.
__label__5 ,først og fremmest  så skal jeg være helt ærlig at sige  at jeg var meget betænkelig ved at bestille noget som helst hos zalando  med alle disse negative kommentarer. men nu har jeg handlet der flere gange inden for et halvt år  og jeg bestiller med regning. de registrerer hurtigt betalingen  man får det man bestiller  og det er fantastisk med gratis retur service. de behandler os ens retur sag rigtig hurtigt. så jeg forstår ikke alle de negative kommentarer  og jeg synes ærlig talt at nogle af de negative kommentarer er for tynde!
__label__5 ,hurtig levering  gode produkter og betalingsmuligheder.
__label__1 ,bestilte et par sko mellem jul og nytår. da de kom frem var der i pakken to højresko i hver sin størrelse.
__label__5 ,jeg har aldrig haft andet en gode oplevelser med zalando. jeg har lige handlet et par gange også  her ved deres januar udsalg  og sikke nogle besparelser
__label__4 ,jeg kan desværre ikke kende alle de dårlige anmeldelser. jeg syntes vores handel er gået rigtig fin.
__label__1 ,elendig service og blive taget ved næsen bliver man også.finder 2 jakker af mærke jack1t online men vil ikke købe direkte fra udlandet grundet tud på levering og evt. refunderingsissues. funder samme jakker på zalando men her er de på udsalg ca. 400 kr dyere end på jack1t s site. jeg tænker at så betaler jeg lidt mere for at få en dansk levering med mulighed for bytte i dk hvis størrelsen ikke er iorden.det viser sig så at jakkerne sendes direkte fra jack1t (hvilket jeg så selv kunne have ordret og sparet 2x400kr) men det viser sig så at der er hul i en lomme og jeg ringer til zalando for at reklamere for evt at få refundering så jeg kan bede en skrædder udbedre jakken. men ak nej de vil have jakken retur  så jeg skal vente yderligere et par uger med forsendelse tilbage og så en ny jakke frem. ergo elendig kundeservice på plan med udenlandske firmaer  hej nåeeee jo den er jo købt i udenlandsk firma men blot med zalando som mellemled til 800kroners overpris. alt jeg bad om var lidt til en skrædder så jeg ikke skulle forsendelseshelvedet igennem.. jeg køber aldrig hos zalando igen for de er blot mellemled og bestemt ingen garanti for dansk service.
__label__1 ,holder ikke deres aftaler  og fik ikke opgjort en ny faktura efter retur af varer! og når man ringer der ind er der ingen hjælp og dårlig service!
__label__1 ,"zalando har stjålet mine penge  og er ikke til at komme i kontakt med. jeg bestilte og modtog en jakke i starten af september 2021 og returnerede den pgr. af forkert størrelse få dage senere  men zalando havde allerede trukket pengene for jakken - penge jeg så åbenbart ikke kan få tilbage  selvom  den returnerede jakke står som modtaget af dem ved postnord. jeg har skrevet utallige emails til dem om sagen  og har fået en del svar tilbage om at ""de straks vil få kigget på det"" så jeg kan få mine penge retur  men ingenting sker. min sidste mail til dem blev totalt ignoreret. så zalando har stjålet knap 700 kr. fra mig  og jeg ved simpelthen ikke hvordan jeg skal få dem til at betale dem tilbage..."
__label__1 ,bestilte nogle varer d. 2/1 men varerne bliver først fundet frem og afsendt sidst på ugen hvilket giver en utrolig lang leveringstid.det er utroligt at man f.eks kan handle noget i spanien eller england og modtage sine ting i løbet af nogle få dage efter betaling.
__label__1 ,du tjekker for at få et notification at du vil blive notified nå den kom på lageret? de gjørde de ikke  i stedet trækkede de pemge af mit konto og sagde at de har sendt et confirmation på at jeg vil ha den. men jeg har ikke fået et skid email heller ikke været på deres hjemmeside i næsten 1 år! så er det frække nok til at sige at jeg selv har sagt ja til det også trekked de pengene fra mit konto iden jeg ved noget om det.. er det fair?! nej!
__label__1 ,hold jer fra proshop!jeg har længe været en tilfreds kunde hos proshop og har bestilt fra dem utallige gange  men det er slut nu! jeg har d.07/03 bestilt en soundboks og får beskeden “forventet levering 17/03” fair nok. så får jeg så en ny mail “forventet levering 28/03” fair nok  det kan ske at en vare bliver forsinket. der hvor filmen knækker er at jeg ser på min profil at varen står som rest ordre og ikke kan leveres uden at få besked om dette. jeg kontakter derfor proshop livechat og får fat i en medarbejder som decideret lyver mig op i ansigtet. han fortæller mig at varen ikke kan leveres og om han skal annullere den for mig  det takker jeg pænt nej tak til. jeg spørg ham hvorfor min vare ikke kan leveres  hvorefter han siger den er udgået af sortimentet og leverandøren ik har flere på lager. men det er en stor fed løgn. jeg har været i dialog med soundboks dem selv som bekræfter at de er leverandører og de har masser på lager. jeg forventer derfor i sender min vare hurtigst muligt og ellers må jeg se mig nødsaget til at kontakte nævnenes hus for forbrugerkøb. jeg synes godt nok det er frækt af jer. rigtig dårlig stil  proshop!
__label__5 ,altid superhurtig levering. har bestilt varer kl 17 og modtaget dem dagen efter. det er service!
__label__5 ,nemt enkel hurtigt serviceer fuldt tilfreds med proshop a/s.
__label__5 ,gode priser og hurtig levering!meget anbefales til andreog god service
__label__5 ,funger som altid  aldrig problemer.
__label__5 ,proshop har stærke priser  synes jeg. levering går altid hurtigt  og generelt holder de bare det  de lover. jeg anbefaler alle at handle på proshop  hvis den vare  man leder efter  findes der.
__label__5 ,hurtig levering lige til døren  ganske som jeg er vant til når jeg handler hos proshop
__label__5 ,alt var som det skulle være og fik min pakke under et døgn efter  jeg bestilte den.
__label__5 ,mega tilfreds! bestilte en robot støvsuger kl. 21.45 og dagen efter kunne jeg hente den i pakkeshoppen i byen kl. 10 - det dælme hurtig service 
__label__5 ,lever fuldt op til forventningerne - igen.altid en fornøjelse at handle hos proshop.
__label__5 ,godt produkt - levering til aftalt tid ;-))
__label__5 ,perfekt.har handlet med proshop adskillige gange.har fungeret fint hver gang.finn
__label__1 ,meget utilfreds kunde. først modtog jeg defekte varer  hvor 2 ud af 4 deodoranter blev returneret.efterfølgende modtog jeg kun 1 deodorant  selv om jeg returnerede 2 stk
__label__1 ,elendig service - og bondefangeri! jeg havde købt en sweater på tilbud - 10 dage efter ordren er gennemført informerer de mig om  at varen ikke længere er på lager  så de fjerner den fra min ordre. jeg skriver og beder om prismatch på lignende vare  da det i min optik er deres fejl - det godkender de  og jeg køber en lignende og afventer at få mine penge retur - jeg får i første omgang 100 kr (til trods for  det burde have været 800). senere ombestemmer de sig og trækker de 100kr igen  da varen jeg fik prismatch på var den udsolgte - man kan da ikke lave prismatch på en udsolgt vare?!efterfølgende har jeg måtte bestille den samme vare to gange (og returneret to gange…) fordi de sendte forkert størrelse - det skete så også 2. gang  hvortil kundeservice svarer  at jeg skal prøve igen om 14 dage - jeg prøver vidst at finde varen et andet sted nu…
__label__5 ,de har super mange vare fra mange gode brands. det er nemt at handle der  der er gratis levering og nem og gratis retur.
__label__5 ,altid godt udvalg og god service med “varen er tilbage på lager” funktion. nemt at returnere hvis det ikke passer.
__label__1 ,zalando har ikke den kundeservice  de engang havde  og som gjorde  man holdte fast i kunderne. de har rettere sagt ingen service længere.jeg havde købt en skjorte i str m  som var mega lille  selvom det er den str  der normalt bruges. jeg havde købt den til en rabat pris.jeg ville så bytte den til en større str  men da zalandos priser flyver op og ned  var den blevet dyrere  men zalando tilbyder ikke at ombytte til samme pris  selvom det er nøjagtig samme vare.det er så simpel en service  men man får bare et ubehøvlet svar fra dem  at de kan ikke gøre noget for en.så zalando vil hellere have returneringer  og ønsker ikke at sælge.
__label__5 ,altid hurtig og nem levering. gode varer og super nem returnering  hvis det alligevel ikke passer. min favorit netbutik
__label__5 ,jeg bestiller jævnligt fra zalando og bliver aldrig skuffet. her i julen var det nemt og pålideligt at bestille gaver herfra. priserne er fine  udvalget fremragende  leveringen hurtig og returbetingelserne uovertrufne. min go-to online tøjbutik.
__label__1 ,jeg har returneret nogle vare til zalando ca midt november.. disse var betalt. jeg modtager derefter en bekræftende mail om de har modtaget varende og jeg vil få refunderet mine penge inden for 5 dage..der er nu gået 1 5 måned og jeg har stadig ikke fået mine penge.. kundeservice er totalt inkompetente.. ingen kan eller vil tage ansvar for den manglende refundering. de fortæller mig de har refunderet pengene den 19/11 men ikke til mig og sammen har vi fundet ud af de er sendt til en forkert konto ( en andens konto) hvordan det kan lade sig gøre ved jeg ik..jeg har haft fat i min bank da zalando vil have en skriftlig erklæring fra dem at pengene ikke er gået ind..  en sådan er sendt 2 gange til zalando men først nu er der en der fortæller mig hvad den præcis skal indeholde… min bank har aldrig hørt om eller oplevet dette før.måske håber zalando jeg giver op undervejs men det sker ikke. jeg har ellers været glad kunde hos zalando igennem mange år men det er slut nu.. jeg køber aldrig derfra igen.
__label__1 ,jeg fik den mest elendige service fra jeres medarbejder amanda som var direkte nedladende og som nægtede at hjælpe mig med en vare som i har opkrævet mig men som blev returneret med de øvrige varer jeg bestilte. varen lå i samme kasse som de øvrige varer men hun kunne ikke hjælpe mig  idet jeres lager har op til 48 timer at registrere alle varer. varen lå i samme kasse som de øvrige vare  så fejlen må påhvile lageret som har talt varerne forkert op. hun nægtede at hjælpe mig eller stille mig videre over til en anden kollega. jeg blev oplyst  at jeg bare kunne ringe op igen og tale med en anden kollega. det gjorde jeg og vedkommende hjalp mig med det samme og sendte en formular jeg skulle udfylde..
__label__5 ,super god kundeservice  da jeg reklamerede over et produkt. jeg fik hurtigt svar og skrev med nogle meget venlig medarbejdere  camille christensen og daniel nielsen. kan kun anbefale zalando
__label__5 ,lavede 2 bestillinger samme dag og oplevede ingen problemer med nogen af dem. den ene bestilling sendte de i 2 pakker  hvilket var fint.
__label__1 ,uacceptabelt !!!!!!bestiller julegaver i god tid (13/12) får en tilbagemelding om  at pakken kommer mellem 16 og 18. men nej. er i kontakt med kundeservice flere gange og service er der intet af! pakken ankommer i dag  men forkerte varer!!!! kontakter kundeservice igen igen. nu skal jeg så bruge tid på at sende pakken retur. jeg pointerer overfor kundeservice  at jeg synes  at det er dårlig stil. svaret er du får en refundering - det er ikke sikkert  at du kan få dine varer ! er der andet vi kan hjælpe med?det er tonen åbenbart.nej  der er ikke andet i kan hjælpe med. det er slut med at handle hos jer. virkelig dårlig behandling.
__label__1 ,forløb: jeg har bestilt en vare hos zalando d. 2 december  og modtager varen d. 6 december og finder ud af at de har sendt mig et forkert produkt - jeg sender en mail til zalando d. 8 december får jeg en mail fra dem at jeg bare kan returnere varen uden beregning (helt fint) - jeg leverer så denne varer d. 8 december (samme dag) hos det lokale posthus og får selvfølgelig ikke en kvittering dog med returneringsseddel (t&t) jeg brugte denne service da man har muligheden for at sætte det i en returningskurv ( på den måde går det hurtigere at leverer sine varer) efter 4 ugers venten skriver jeg så tilbage til zalando og spørger ind om varen er kommet  og de svare at produktet ikke er kommet ind til dem  og jeg hæfter for varen når jeg ikke har fået udleveret en kvittering på at jeg har returneret varen. jeg har været en trofast kunde hos zalando gennem de sidste 7 år og når der for første gang opstår nogle problemer vælger zalando at være ansvarsløse og servicen helt i bund. det er ærgerligt at kunden skal hæfte for varen selvom zalando har en forsikring der dækker deres tab. det er en ommer zalando. efter denne episode vælger jeg dog at handle på boozt.com fremover  da jeg aldrig har oplevet at deres service har været dårlig.
__label__5 ,jeg har igennem tiden handlet rigtig meget ved zalando. der er altid en super god kundeservice og når jeg har haft reklamationer  oplever jeg hurtig og god service. dette er mit favorit sted at handle!
__label__5 ,synes det var billigt men flot. prisen er til at håndtere og leveringstiden var kun et par dage trods det var under jule tiden. gode ting til fair priser. masser af udvalg. kan anbefales.
__label__5 ,zolando/postnordbestilling var nem og lige tilkommunikation i toplevering til døren af postnord var profetioneltak
__label__1 ,"bestilte julegave til levering mellem 16. og 18. december. her 28. december er der stadig ikke dukket noget op. henvendelse til ""kundeservice"" medfører blot en opfordring til at vise lidt tålmodighed (det er jo nemt at bruge over for et forventningsfuldt barnebarn!!!!!).t&t viser  at forsendelsen har forladt afsenderlandet flere gange mellem 16. og 20. december og seneste opdatering viser  at forsendelsen er stoppet i tolden - ikke just noget man forventer  når man handler på en dansk hjemmeside."
__label__5 ,simpelthen bedste sted at handle alt fungerer 110 %
__label__2 ,jeg har ellers altid været glad for zalando  men det har ændret sig nu. jeg fik et par timberland støvler i julegave af kæresten  nogle jeg virkelig havde ønsket mig. men de var møgbeskidte og gået i  der var/er græs under sålen. øv  at et firma af denne størrelse  ikke tjekket sådan noget.
__label__1 ,man ved ikke  hvad man får  når man bestiller. bestilte et par pearlwood schwarz læderhandsker  og fik nogle helt andre. dybt uprofessionelt  problematisk og amatøragtigt af sådan et stort og populært firma  at man er usikker på sin handel hos zalando.
__label__1 ,jeg var ret glad for zalando førhen. men må da indrømme at det er helt slut med at handle der.  har købt 3 julegaver ved dem. de 2 af dem skulle ombyttes.  den ene til samme sko i en størrelse mindre og den anden til en størrelse størrelse.  men hvis jeg vil ombytte skal jeg betale for dem igen. det vil sige at de ikke yder prismatch til sen pris jeg oprindeligt gav for skone. så hvis min far vil have hans gave ombyttes skal vi give 70 kr mere og hvis min bror vil have hans ombyttes koster det 250 kr mere for samme vare i ny størrelse.  personligt synes jeg det er svineri.
__label__5 ,god oplevelse som sædvanlig.endnu en gang har jeg kun ros til proshop  har handlet en del gange hos dem  aldrig haft problemer  samtidig med det er gode priser på mærkevarer.
__label__5 ,billigste pris + fri fragt + ekstrem hurtig levering.
__label__5 ,en billig erstatning på en ældre stavblender. alt var som forventet. hurtigt og billigt
__label__1 ,har bestilt en vare.... leveringstidspunktet rykkes hver dag?   det er ret utilfredsstillende og uprofessionelt.
__label__5 ,mega hurtig levering. varen blev pakket samme dag  som jeg afgav ordren  og to dage senere hentede jeg den  hos det valgte udleveringssted.
__label__5 ,bestilte et keyboard søndag aften  og fik det efterfølgende dag  mandag eftermiddag. suveræn service som altid.
__label__1 ,"jeg købte en 10 tb nas sata hardisk hos proshop. jeg få den også rigtig hurtigt det jeg glad for men lige siden har jeg også mistet alt troen til proshop og deres kundeservice eller mangle på samme.jeg kan se da jeg kommer hjem at harddisken er pakkede meget dårligt ind og har haft omkring 10 cm at skubbe sig frem og tilbage på. den er slet ikke pakkede forsvarligt ind nå vi snakker mekaniske dele og det faktisk er skrøbeligt. jeg vil ikke engang kalde det en papkasse det som de har pakkede den ind i. tværtimod har de tage indpakningen der følger med nå du køber dem i bulk og så putte deres ""papkasse"" rundt om eller hvad man skal kalde det. da jeg kontakter proshop omkring det få jeg at vide ""umiddelbart bør vores emballering af produktet have beskyttet det undervejs så vidt jeg kan se her"" jamen tak men jeg kan da sende den til rma så vil de kigge på det. jeg tvivler stærkt på de vil åben diske helt og kigge på noget er blevet beskadiget under transport. jeg har afskrevet jer som en troværdig butik og vil fremover ikke handle med jer. for mig er god kundeservice der ikke er låst vigtig nå vi snakker elektronik."
__label__5 ,altid en fremragende oplevelse !proshop leverer til min fulde tilfredshed  hver gang. lynhurtig dag til dags levering og top produkter til en meget overkommelig pris.tak for denne gang :)
__label__5 ,bestilte varer onsdag aften kl 20  torsdag kl 11.30 var de klar til afhentning i pakkeshop.
__label__3 ,"jeg er generalt meget tilfreds med proshop. dog havde jeg en dårlig oplevelse sidst jeg sidst hentede en varer. har bestilt et joystik. sidder i 20min tid og venter og bliver så kaldt op at de ikke har varen. manglede lidt noget hjælp var kundeservice personen der sad ved disken til evt at finde noget andet til samme pris. men fred være med det. men mens jeg sidder og venter kan jeg se at service personen der ""hjælper"" kunder har en stor mangel på situationsfornemmelse. da har står og skal hjælpe en ældre kunde der 2-3 gange kommer til at trykke. proshop manden ruller med øjnene og siger ret nedladende ""ja så må vi jo prøve igen"". og så talte han max hurtigt. så man tydeligt kunne se at flere kunder ikke kunne følge med. satser på det bare er en dårlig dag ud af 365."
__label__1 ,kære proshopvi har længe været glade kunder hos jer  men desværre har den sidste måned været elendig.vi købte den 16/2-22 en ipad hos jer  som havde 5-7 dages levering. når ugen så var gået fik vi en mail om  at leveringsdagen var blevet rykket med en dag. fair nok.desværre var det den sidste mail vi fik  og nu bliver leveringsdatoen konsekvent rykket en dag for hver dag der går i jeres system. det er altså nu over en måned siden bestillingen blev lavet.vi har forsøgt at kontakte kundeservice to gange - første gang efter halvanden uge  hvor vi fik lovet den ville være afsendt dagen efter. sidste gang for en uge siden - her var det en lettere flabet medarbejder som påstod at jeres leverandør ikke kunne have plads til den på deres lastbil (igen  vi snakker en ipad...). derudover fik medarbejderen også sagt  at han ikke kunne ringe til leverandøren og høre status  for så ville han ikke lavet andet (det lover jo godt for den generelle levering hos jeres leverandører  hvis medarbejderen ikke skulle lave andet..).vi har jo  desværre i dette tilfælde  stolet på vi ville få varen som vi havde bestilt hos jer  og derfor købt diverse tilbehør (cover osv) som nu ikke kan sendes retur hos anden forhandler. derfor er det jo med sådan oplevelser  desværre sidste gang vi handler hos jer  da tilliden til jer som forhandler er væk. nu håber vi bare ipaden dukker op  selvom vi nok har indstillet os på vi skal hen i 2023 (overdrivelse fremmer forståelsen).
__label__5 ,varen blev leveret på 22 timer - bestilte lørdag over middag og fik leveret i en pakkeboks søndag formiddag. imponerende ! varen lever fuldt op til forventninger og jeg fik den til en absolut konkurrencedygtig pris. jeg er fuldt ud tilfreds!
__label__5 ,jeg var ellers godt tilfreds med transport og det gik hurtigt. men selve købet var jeg ikke tilfreds med på grund at jeg trykkede forkert.
__label__5 ,handler offtet hos proshop.. det spiller bare  billigt og hurtig levering ..jeg er fan
__label__5 ,lynhurtig levering og godt produkt. processen levede fuldt op til mine forventninger.
__label__5 ,proshop er nok den mest kompetente og professionelle virksomhed  når det kommer til elektronik. ekstrem hurtig ekspedering og hurtig levering med postnord. har handlet i mange år hos proshop  anbefaler virkelig alle at gøre.tak for en rigtig god service!
__label__1 ,fik desværre aldrig den vare jeg bestilte.11 dage efter første forventede leveringsdato annullerede jeg min ordre  da jeg trods lovning om ny forventet leveringsdato aldrig fik en.
__label__1 ,kvalitet på de buffalo sko jeg købet var overhovet ikke som forventet. 2 times regne vejre=den stof som er på fald et stykke af og så turde jeg ikke rører ved den mere da der kan fald mere af den.  jeg lidt skuffet for være ærlige  det har ellers gik fint med min andre købe.
__label__1 ,bestilte tøj hos jer  og er ret overbevist om at jeg mobilpayer beløbet. jeg har dd bestilt et andet produkt hos jer  og ser da jeg logger ind  at min tidligere ordre ikke er betalt... da jeg skal betale dagens ordre  giver den mig ikke mulighed for at vælge andet end faktura betaling. da jeg ville betale min første regning  som jeg ser ikke er betalt  så er der lagt 100 kr. oveni  uden at have sendt mig rykker  eller andre påmindelser. hvordan kan i pålægge rykker  når i ikke engang har sendt en rykker? derudover er jeres hjemmeside ikke særlig overskuelig for mig... jeg kunne ikke finde nogle kontakt formular eller andre måder at skrive til jer  derfor kommer der denne anmeldelse på trustpilot  jeg vil langt hellere kontakte jer direkte...
__label__2 ,jeg havde ønske mig en kjole i julegave som de personer havde bestilt til mig men det viser sig at zalando havde sendt en helt forkert
__label__5 ,bestilt mange gange igennem zalando og de skuffer aldrig  hverken på hjemmesidens opbygning eller leveringstid  kender ikke til deres kundeservice da der aldrig har været noget at indberette- har dog ladet mig hører fra flere at deres returnerings system er genialt 
__label__5 ,har købt hos zalando mange  mange gange. har intet at sætte en finger på! hurtig levering og gratis levering  altid nemt at returnere  man får hurtigt pengene tilbage. alt i alt  super god hjemmeside med stort udvalg!
__label__1 ,det er fuldstændig håbløst  at man har en service der giver besked når en vare kommer tilbage på lager. ingen kan jo nå det  når der kun kommer en vare og ikke et helt parti.tåbelig ide  så hellere lade være.
__label__3 ,tøjet er fint  men lad være at skrive på betaling via banken at pengene skal betales sidste betalingsdag. de sætter rykkergebyr på  på sidste betalingsdag og venter ikke på din betaling.
__label__1 ,jeg har bestilt en frakke  på min side står den er afsendt  de har trukket mine penge den 9 dec  og forventet levering mellem den 14/21 dec.. den er ikke kommet den 21 dec  kundeservice svare telefonisk  pakke er forsvundet mellem bring og zalando  dette er ikke deres problem. det står i deres handelsbetingelser. det eneste de kan er at tilbage føre beløbet... ikke gensende expres eller andet for imødekomme. glædelig jul  køb aldrig i den butik hvis det er noget du skal bruge til en dato
__label__1 ,jeg bestiller i starten af december et par nike sko til ca. 1200 kr.zalando forventer pakken leveres mellem den 10. dec. og 13. dec. (lang leveringstid  men hey det er tæt på jul så det er vel hvad man kan forvente). jeg venter på min pakke og tracker den dagligt. da jeg når til 20. december er min pakke endnu ikke ankommet til pakkeboksen og når jeg tracker den står der at pakken stadig er hos afsender. - den er altså ikke afsendt. jeg ringer derfor til zalando og spørger ind til min pakke. damen vil følge op på det  og jeg modtager derefter en mail fra en mandlige zalando medarbejder  som skriver han vil returnere mine penge så snart nike (nu handler jeg også direkte med nike åbenbart??) har modtaget deres pakke retur. jeg har aldrig bedt om mine penge retur  men kan forstå zalando nu kaster håndklædet i ringen og siger de ikke kan levere min vare i kraft af de vil refundere mine penge. og lige her bliver det først rigtig problematisk. jeg får nemlig besked om at pengene vil blive returneret når nike har givet zalando besked om at min vare er tilbage på deres lager. først derefter vil jeg modtage mine penge efter 3-5 hverdage. de regner med hele processen vil tage 1-2 uger undskyld mig - varen har aldrig været afsendt ifølge tracking  og jeg skal da på ingen måde hæfte økonomisk for en vare jeg aldrig har set skyggen af. og pludselig kan jeg risikere at ha et udestående med nike som jeg slet ikke har handlet hos! hvad i alverden er meningen ? det er jo lige til at grine af ! jeg havde højere forventninger til zalando  og jeg har idag pr mail bedt om mine penge retur hurtigst muligt. at trække dem fra min konto var jo ikke noget problem…. jeg er meget skuffet jeg havde højere forventninger til zalando.23/12zalando fastholder de ikke vil sende mig mine penge retur før nike har fået deres pakke retur. track and trace siger den aldrig har været afsendt  så hvad er det lige de skal ha retur? og hvorfor skal mine 1200 kr holdes som gidsel i nu 18 dage? plus den varslede ventetid på 7-14 dage? jeg har jo ingenting fået ?! ydermere føler jeg ikke jeg har ansvar for nike pakken så jeg kan ikke se hvorfor den udløser mit tilgodehavende. jeg forstår ingenting. jeg har netop igen meddelt zalando de skal udbetale mine penge omgående. denne gang i en mail uden venlige ord. jeg fastholder dog en sober tone.23/12 aftennu undskylder zalando. deres medarbejdere havde åbenbart misforstået mig. (jeg har gjort det meget klart så det kan jeg simpelthen ikke forstå). nu har jeg lovning på at mine penge er på min konto enten idag eller senest om 5 hverdage. jeg vil opdatere denne anmeldelse når der sker mere i sagen.
__label__1 ,modtog en forkert vare.det meget fedt at der står levering før jul  og så at personen som pakker ikke kan se forskel på et halstørklæde og en polo shirt...kundeservice var ikke til meget hjælp  jeg kunne bare bestille den igen  men det lidt ligegyldigt da den skulle bruges til jul.
